PrimaryKey,moveFront_SelectionFactor,moveBackward_SelectionFactor,moveLeft_SelectionFactor,moveRight_SelectionFactor,skill0_SelectionFactor,skill1_SelectionFactor,skill2_SelectionFactor,skill3_SelectionFactor,skillExt0_SelectionFactor,skillExt1_SelectionFactor,skillExt2_SelectionFactor,skillExt3_SelectionFactor
52632341,0,2,2,2,0,2,0,2,0,0,0,0
52632342,0,1,2,2,0,0,2,0,0,0,0,0
52632343,0,0,2,2,2,0,0,0,0,0,0,0
52632344,0,0,2,2,0,0,0,0,0,0,0,0
52632576,0,2,0,0,2,0,2,2,2,0,0,0
52632577,0,1,2,2,0,2,0,2,0,0,0,0
52632578,0,0,2,2,0,0,2,0,0,0,0,0
52632579,0,1,2,2,2,0,0,0,0,0,0,0
52632580,0,1,2,2,0,0,0,0,0,0,0,0
52632581,0,1,2,2,0,2,0,2,0,0,0,0
52632582,0,1,2,2,0,0,2,0,0,0,0,0
52632583,0,1,2,2,2,0,0,0,0,0,0,0
52632584,0,0,2,2,0,0,0,0,0,0,0,0
52632592,0,2,0,0,2,0,2,2,2,0,0,0
52632593,0,1,2,2,0,2,0,2,2,0,0,0
52632594,0,1,2,2,0,0,2,0,2,0,0,0
52632595,0,2,2,2,2,0,0,0,0,0,0,0
52632596,0,1,2,2,0,0,0,0,0,0,0,0
52632597,0,2,2,2,0,2,0,2,2,0,0,0
52632598,0,2,2,2,0,0,2,0,2,0,0,0
52632599,0,2,2,2,2,0,0,0,0,0,0,0
52632600,0,1,2,2,0,0,0,0,0,0,0,0
52632832,0,2,0,0,2,0,2,2,2,0,2,0
52632833,0,1,2,2,0,2,0,2,0,0,0,0
52632834,0,0,2,2,0,0,2,0,0,0,2,0
52632835,0,0,2,2,2,0,0,0,0,0,2,0
52632836,0,2,2,2,0,0,0,0,0,0,0,0
52632837,0,2,2,2,0,2,0,2,0,0,0,0
52632838,0,1,2,2,0,0,2,0,0,0,2,0
52632839,0,0,2,2,2,0,0,0,0,0,2,0
52632840,0,1,2,2,0,0,0,0,0,0,0,0
52632848,0,2,0,0,2,0,2,2,2,0,2,0
52632849,0,0,2,2,0,2,0,2,2,0,2,0
52632850,0,0,2,2,0,0,2,0,2,0,2,0
52632851,0,0,2,2,2,0,0,0,0,0,0,0
52632852,0,1,2,2,0,0,0,0,0,0,0,0
52632853,0,1,2,2,0,2,0,2,2,0,2,0
52632854,0,1,2,2,0,0,2,0,2,0,2,0
52632855,0,1,2,2,2,0,0,0,0,0,0,0
52632856,0,2,2,2,0,0,0,0,0,0,0,0
52633088,0,2,0,0,2,0,2,2,2,0,2,0
52633089,0,1,2,2,0,2,0,2,0,0,0,0
52633090,0,1,2,2,0,0,2,0,0,0,2,0
52633091,0,2,2,2,2,0,0,0,0,0,2,0
52633092,0,1,2,2,0,0,0,0,0,0,0,0
52633093,0,2,2,2,0,2,0,2,0,0,0,0
52633094,0,0,2,2,0,0,2,0,0,0,2,0
52633095,0,2,2,2,2,0,0,0,0,0,2,0
52633096,0,2,2,2,0,0,0,0,0,0,0,0
52633104,0,2,0,0,2,0,2,2,2,0,2,0
52633105,0,1,2,2,0,2,0,2,2,0,2,0
52633106,0,2,2,2,0,0,2,0,2,0,2,0
52633107,0,0,2,2,2,0,0,0,0,0,0,0
52633108,0,0,2,2,0,0,0,0,0,0,0,0
52633109,0,0,2,2,0,2,0,2,2,0,2,0
52633110,0,1,2,2,0,0,2,0,2,0,2,0
52633111,0,0,2,2,2,0,0,0,0,0,0,0
52633112,0,2,2,2,0,0,0,0,0,0,0,0
52633344,0,2,0,0,2,0,2,2,2,0,2,0
52633345,0,2,2,2,0,2,0,2,0,0,0,0
52633346,0,2,2,2,0,0,2,0,0,0,2,0
52633347,0,1,2,2,2,0,0,0,0,0,2,0
52633348,0,0,2,2,0,0,0,0,0,0,0,0
52633349,0,2,2,2,0,2,0,2,0,0,0,0
52633350,0,0,2,2,0,0,2,0,0,0,2,0
52633351,0,2,2,2,2,0,0,0,0,0,2,0
52633352,0,1,2,2,0,0,0,0,0,0,0,0
52633360,0,2,0,0,2,0,2,2,2,0,2,0
52633361,0,2,2,2,0,2,0,2,2,0,2,0
52633362,0,0,2,2,0,0,2,0,2,0,2,0
52633363,0,0,2,2,2,0,0,0,0,0,0,0
52633364,0,2,2,2,0,0,0,0,0,0,0,0
52633365,0,2,2,2,0,2,0,2,2,0,2,0
52633366,0,2,2,2,0,0,2,0,2,0,2,0
52633367,0,2,2,2,2,0,0,0,0,0,0,0
52633368,0,0,2,2,0,0,0,0,0,0,0,0
52633856,0,2,0,0,2,0,2,2,0,0,0,0
52633857,0,0,2,2,0,2,0,2,0,0,0,0
52633858,0,2,2,2,0,0,2,0,0,0,0,0
52633859,0,1,2,2,2,0,0,0,0,0,0,0
52633860,0,2,2,2,0,0,0,0,0,0,0,0
52633861,0,0,2,2,0,2,0,2,0,0,0,0
52633862,0,1,2,2,0,0,2,0,0,0,0,0
52633863,0,2,2,2,2,0,0,0,0,0,0,0
52633864,0,0,2,2,0,0,0,0,0,0,0,0
52633872,0,2,0,0,2,0,2,2,0,0,0,0
52633873,0,0,2,2,0,2,0,2,0,0,0,0
52633874,0,1,2,2,0,0,2,0,0,0,0,0
52633875,0,2,2,2,2,0,0,0,0,0,0,0
52633876,0,1,2,2,0,0,0,0,0,0,0,0
52633877,0,2,2,2,0,2,0,2,0,0,0,0
52633878,0,1,2,2,0,0,2,0,0,0,0,0
52633879,0,0,2,2,2,0,0,0,0,0,0,0
52633880,0,0,2,2,0,0,0,0,0,0,0,0
52634112,0,2,0,0,2,0,2,2,2,0,0,0
52634113,0,1,2,2,0,2,0,2,0,0,0,0
52634114,0,0,2,2,0,0,2,0,0,0,0,0
52634115,0,1,2,2,2,0,0,0,0,0,0,0
52634116,0,1,2,2,0,0,0,0,0,0,0,0
52634117,0,1,2,2,0,2,0,2,0,0,0,0
52634118,0,1,2,2,0,0,2,0,0,0,0,0
52634119,0,1,2,2,2,0,0,0,0,0,0,0
52634120,0,0,2,2,0,0,0,0,0,0,0,0
52634128,0,2,0,0,2,0,2,2,2,0,0,0
52634129,0,1,2,2,0,2,0,2,2,0,0,0
52634130,0,1,2,2,0,0,2,0,2,0,0,0
52634131,0,2,2,2,2,0,0,0,0,0,0,0
52634132,0,1,2,2,0,0,0,0,0,0,0,0
52634133,0,2,2,2,0,2,0,2,2,0,0,0
52634134,0,2,2,2,0,0,2,0,2,0,0,0
52634135,0,2,2,2,2,0,0,0,0,0,0,0
52634136,0,1,2,2,0,0,0,0,0,0,0,0
52634368,0,2,0,0,2,0,2,2,2,0,2,0
52634369,0,1,2,2,0,2,0,2,0,0,0,0
52634370,0,0,2,2,0,0,2,0,0,0,2,0
52634371,0,0,2,2,2,0,0,0,0,0,2,0
52634372,0,2,2,2,0,0,0,0,0,0,0,0
52634373,0,2,2,2,0,2,0,2,0,0,0,0
52634374,0,1,2,2,0,0,2,0,0,0,2,0
52634375,0,0,2,2,2,0,0,0,0,0,2,0
52634376,0,1,2,2,0,0,0,0,0,0,0,0
52634384,0,2,0,0,2,0,2,2,2,0,2,0
52634385,0,0,2,2,0,2,0,2,2,0,2,0
52634386,0,0,2,2,0,0,2,0,2,0,2,0
52634387,0,0,2,2,2,0,0,0,0,0,0,0
52634388,0,1,2,2,0,0,0,0,0,0,0,0
52634389,0,1,2,2,0,2,0,2,2,0,2,0
52634390,0,1,2,2,0,0,2,0,2,0,2,0
52634391,0,1,2,2,2,0,0,0,0,0,0,0
52634392,0,2,2,2,0,0,0,0,0,0,0,0
52634624,0,2,0,0,2,0,2,2,2,0,2,0
52634625,0,1,2,2,0,2,0,2,0,0,0,0
52634626,0,1,2,2,0,0,2,0,0,0,2,0
52634627,0,2,2,2,2,0,0,0,0,0,2,0
52634628,0,1,2,2,0,0,0,0,0,0,0,0
52634629,0,2,2,2,0,2,0,2,0,0,0,0
52634630,0,0,2,2,0,0,2,0,0,0,2,0
52634631,0,2,2,2,2,0,0,0,0,0,2,0
52634632,0,2,2,2,0,0,0,0,0,0,0,0
52634640,0,2,0,0,2,0,2,2,2,0,2,0
52634641,0,1,2,2,0,2,0,2,2,0,2,0
52634642,0,2,2,2,0,0,2,0,2,0,2,0
52634643,0,0,2,2,2,0,0,0,0,0,0,0
52634644,0,0,2,2,0,0,0,0,0,0,0,0
52634645,0,0,2,2,0,2,0,2,2,0,2,0
52634646,0,1,2,2,0,0,2,0,2,0,2,0
52634647,0,0,2,2,2,0,0,0,0,0,0,0
52634648,0,2,2,2,0,0,0,0,0,0,0,0
52634880,0,2,0,0,2,0,2,2,2,0,2,0
52634881,0,2,2,2,0,2,0,2,0,0,0,0
52634882,0,2,2,2,0,0,2,0,0,0,2,0
52634883,0,1,2,2,2,0,0,0,0,0,2,0
52634884,0,0,2,2,0,0,0,0,0,0,0,0
52634885,0,2,2,2,0,2,0,2,0,0,0,0
52634886,0,0,2,2,0,0,2,0,0,0,2,0
52634887,0,2,2,2,2,0,0,0,0,0,2,0
52634888,0,1,2,2,0,0,0,0,0,0,0,0
52634896,0,2,0,0,2,0,2,2,2,0,2,0
52634897,0,2,2,2,0,2,0,2,2,0,2,0
52634898,0,0,2,2,0,0,2,0,2,0,2,0
52634899,0,0,2,2,2,0,0,0,0,0,0,0
52634900,0,2,2,2,0,0,0,0,0,0,0,0
52634901,0,2,2,2,0,2,0,2,2,0,2,0
52634902,0,2,2,2,0,0,2,0,2,0,2,0
52634903,0,2,2,2,2,0,0,0,0,0,0,0
52634904,0,0,2,2,0,0,0,0,0,0,0,0
52635136,0,2,0,0,2,0,2,2,0,0,0,0
52635137,0,0,2,2,0,2,0,2,0,0,0,0
52635138,0,2,2,2,0,0,2,0,0,0,0,0
52635139,0,1,2,2,2,0,0,0,0,0,0,0
52635140,0,2,2,2,0,0,0,0,0,0,0,0
52635141,0,0,2,2,0,2,0,2,0,0,0,0
52635142,0,1,2,2,0,0,2,0,0,0,0,0
52635143,0,2,2,2,2,0,0,0,0,0,0,0
52635144,0,0,2,2,0,0,0,0,0,0,0,0
52635152,0,2,0,0,2,0,2,2,0,0,0,0
52635153,0,0,2,2,0,2,0,2,0,0,0,0
52635154,0,1,2,2,0,0,2,0,0,0,0,0
52635155,0,2,2,2,2,0,0,0,0,0,0,0
52635156,0,1,2,2,0,0,0,0,0,0,0,0
52635157,0,2,2,2,0,2,0,2,0,0,0,0
52635158,0,1,2,2,0,0,2,0,0,0,0,0
52635159,0,0,2,2,2,0,0,0,0,0,0,0
52635160,0,0,2,2,0,0,0,0,0,0,0,0
52635392,0,2,0,0,2,0,2,2,2,0,0,0
52635393,0,1,2,2,0,2,0,2,0,0,0,0
52635394,0,0,2,2,0,0,2,0,0,0,0,0
52635395,0,1,2,2,2,0,0,0,0,0,0,0
52635396,0,1,2,2,0,0,0,0,0,0,0,0
52635397,0,1,2,2,0,2,0,2,0,0,0,0
52635398,0,1,2,2,0,0,2,0,0,0,0,0
52635399,0,1,2,2,2,0,0,0,0,0,0,0
52635400,0,0,2,2,0,0,0,0,0,0,0,0
52635408,0,2,0,0,2,0,2,2,2,0,0,0
52635409,0,1,2,2,0,2,0,2,2,0,0,0
52635410,0,1,2,2,0,0,2,0,2,0,0,0
52635411,0,2,2,2,2,0,0,0,0,0,0,0
52635412,0,1,2,2,0,0,0,0,0,0,0,0
52635413,0,2,2,2,0,2,0,2,2,0,0,0
52635414,0,2,2,2,0,0,2,0,2,0,0,0
52635415,0,2,2,2,2,0,0,0,0,0,0,0
52635416,0,1,2,2,0,0,0,0,0,0,0,0
52635648,0,2,0,0,2,0,2,2,2,0,2,0
52635649,0,1,2,2,0,2,0,2,0,0,0,0
52635650,0,0,2,2,0,0,2,0,0,0,2,0
52635651,0,0,2,2,2,0,0,0,0,0,2,0
52635652,0,2,2,2,0,0,0,0,0,0,0,0
52635653,0,2,2,2,0,2,0,2,0,0,0,0
52635654,0,1,2,2,0,0,2,0,0,0,2,0
52635655,0,0,2,2,2,0,0,0,0,0,2,0
52635656,0,1,2,2,0,0,0,0,0,0,0,0
52635664,0,2,0,0,2,0,2,2,2,0,2,0
52635665,0,0,2,2,0,2,0,2,2,0,2,0
52635666,0,0,2,2,0,0,2,0,2,0,2,0
52635667,0,0,2,2,2,0,0,0,0,0,0,0
52635668,0,1,2,2,0,0,0,0,0,0,0,0
52635669,0,1,2,2,0,2,0,2,2,0,2,0
52635670,0,1,2,2,0,0,2,0,2,0,2,0
52635671,0,1,2,2,2,0,0,0,0,0,0,0
52635672,0,2,2,2,0,0,0,0,0,0,0,0
52635904,0,2,0,0,2,0,2,2,2,0,2,0
52635905,0,1,2,2,0,2,0,2,0,0,0,0
52635906,0,1,2,2,0,0,2,0,0,0,2,0
52635907,0,2,2,2,2,0,0,0,0,0,2,0
52635908,0,1,2,2,0,0,0,0,0,0,0,0
52635909,0,2,2,2,0,2,0,2,0,0,0,0
52635910,0,0,2,2,0,0,2,0,0,0,2,0
52635911,0,2,2,2,2,0,0,0,0,0,2,0
52635912,0,2,2,2,0,0,0,0,0,0,0,0
52635920,0,2,0,0,2,0,2,2,2,0,2,0
52635921,0,1,2,2,0,2,0,2,2,0,2,0
52635922,0,2,2,2,0,0,2,0,2,0,2,0
52635923,0,0,2,2,2,0,0,0,0,0,0,0
52635924,0,0,2,2,0,0,0,0,0,0,0,0
52635925,0,0,2,2,0,2,0,2,2,0,2,0
52635926,0,1,2,2,0,0,2,0,2,0,2,0
52635927,0,0,2,2,2,0,0,0,0,0,0,0
52635928,0,2,2,2,0,0,0,0,0,0,0,0
52636160,0,2,0,0,2,0,2,2,2,0,2,0
52636161,0,2,2,2,0,2,0,2,0,0,0,0
52636162,0,2,2,2,0,0,2,0,0,0,2,0
52636163,0,1,2,2,2,0,0,0,0,0,2,0
52636164,0,0,2,2,0,0,0,0,0,0,0,0
52636165,0,2,2,2,0,2,0,2,0,0,0,0
52636166,0,0,2,2,0,0,2,0,0,0,2,0
52636167,0,2,2,2,2,0,0,0,0,0,2,0
52636168,0,1,2,2,0,0,0,0,0,0,0,0
52636176,0,2,0,0,2,0,2,2,2,0,2,0
52636177,0,2,2,2,0,2,0,2,2,0,2,0
52636178,0,0,2,2,0,0,2,0,2,0,2,0
52636179,0,0,2,2,2,0,0,0,0,0,0,0
52636180,0,2,2,2,0,0,0,0,0,0,0,0
52636181,0,2,2,2,0,2,0,2,2,0,2,0
52636182,0,2,2,2,0,0,2,0,2,0,2,0
52636183,0,2,2,2,2,0,0,0,0,0,0,0
52636184,0,0,2,2,0,0,0,0,0,0,0,0
52636416,0,2,0,0,2,0,2,2,0,0,0,0
52636417,0,0,2,2,0,2,0,2,0,0,0,0
52636418,0,2,2,2,0,0,2,0,0,0,0,0
52636419,0,1,2,2,2,0,0,0,0,0,0,0
52636420,0,2,2,2,0,0,0,0,0,0,0,0
52636421,0,0,2,2,0,2,0,2,0,0,0,0
52636422,0,1,2,2,0,0,2,0,0,0,0,0
52636423,0,2,2,2,2,0,0,0,0,0,0,0
52636424,0,0,2,2,0,0,0,0,0,0,0,0
52636432,0,2,0,0,2,0,2,2,0,0,0,0
52636433,0,0,2,2,0,2,0,2,0,0,0,0
52636434,0,1,2,2,0,0,2,0,0,0,0,0
52636435,0,2,2,2,2,0,0,0,0,0,0,0
52636436,0,1,2,2,0,0,0,0,0,0,0,0
52636437,0,2,2,2,0,2,0,2,0,0,0,0
52636438,0,1,2,2,0,0,2,0,0,0,0,0
52636439,0,0,2,2,2,0,0,0,0,0,0,0
52636440,0,0,2,2,0,0,0,0,0,0,0,0
52636672,0,2,0,0,2,0,2,2,2,0,0,0
52636673,0,1,2,2,0,2,0,2,0,0,0,0
52636674,0,0,2,2,0,0,2,0,0,0,0,0
52636675,0,1,2,2,2,0,0,0,0,0,0,0
52636676,0,1,2,2,0,0,0,0,0,0,0,0
52636677,0,1,2,2,0,2,0,2,0,0,0,0
52636678,0,1,2,2,0,0,2,0,0,0,0,0
52636679,0,1,2,2,2,0,0,0,0,0,0,0
52636680,0,0,2,2,0,0,0,0,0,0,0,0
52636688,0,2,0,0,2,0,2,2,2,0,0,0
52636689,0,1,2,2,0,2,0,2,2,0,0,0
52636690,0,1,2,2,0,0,2,0,2,0,0,0
52636691,0,2,2,2,2,0,0,0,0,0,0,0
52636692,0,1,2,2,0,0,0,0,0,0,0,0
52636693,0,2,2,2,0,2,0,2,2,0,0,0
52636694,0,2,2,2,0,0,2,0,2,0,0,0
52636695,0,2,2,2,2,0,0,0,0,0,0,0
52636696,0,1,2,2,0,0,0,0,0,0,0,0
52636928,0,2,0,0,2,0,2,2,2,0,2,0
52636929,0,1,2,2,0,2,0,2,0,0,0,0
52636930,0,0,2,2,0,0,2,0,0,0,2,0
52636931,0,0,2,2,2,0,0,0,0,0,2,0
52636932,0,2,2,2,0,0,0,0,0,0,0,0
52636933,0,2,2,2,0,2,0,2,0,0,0,0
52636934,0,1,2,2,0,0,2,0,0,0,2,0
52636935,0,0,2,2,2,0,0,0,0,0,2,0
52636936,0,1,2,2,0,0,0,0,0,0,0,0
52636944,0,2,0,0,2,0,2,2,2,0,2,0
52636945,0,0,2,2,0,2,0,2,2,0,2,0
52636946,0,0,2,2,0,0,2,0,2,0,2,0
52636947,0,0,2,2,2,0,0,0,0,0,0,0
52636948,0,1,2,2,0,0,0,0,0,0,0,0
52636949,0,1,2,2,0,2,0,2,2,0,2,0
52636950,0,1,2,2,0,0,2,0,2,0,2,0
52636951,0,1,2,2,2,0,0,0,0,0,0,0
52636952,0,2,2,2,0,0,0,0,0,0,0,0
52637184,0,2,0,0,2,0,2,2,2,0,2,0
52637185,0,1,2,2,0,2,0,2,0,0,0,0
52637186,0,1,2,2,0,0,2,0,0,0,2,0
52637187,0,2,2,2,2,0,0,0,0,0,2,0
52637188,0,1,2,2,0,0,0,0,0,0,0,0
52637189,0,2,2,2,0,2,0,2,0,0,0,0
52637190,0,0,2,2,0,0,2,0,0,0,2,0
52637191,0,2,2,2,2,0,0,0,0,0,2,0
52637192,0,2,2,2,0,0,0,0,0,0,0,0
52637200,0,2,0,0,2,0,2,2,2,0,2,0
52637201,0,1,2,2,0,2,0,2,2,0,2,0
52637202,0,2,2,2,0,0,2,0,2,0,2,0
52637203,0,0,2,2,2,0,0,0,0,0,0,0
52637204,0,0,2,2,0,0,0,0,0,0,0,0
52637205,0,0,2,2,0,2,0,2,2,0,2,0
52637206,0,1,2,2,0,0,2,0,2,0,2,0
52637207,0,0,2,2,2,0,0,0,0,0,0,0
52637208,0,2,2,2,0,0,0,0,0,0,0,0
52637440,0,2,0,0,2,0,2,2,2,0,2,0
52637441,0,2,2,2,0,2,0,2,0,0,0,0
52637442,0,2,2,2,0,0,2,0,0,0,2,0
52637443,0,1,2,2,2,0,0,0,0,0,2,0
52637444,0,0,2,2,0,0,0,0,0,0,0,0
52637445,0,2,2,2,0,2,0,2,0,0,0,0
52637446,0,0,2,2,0,0,2,0,0,0,2,0
52637447,0,2,2,2,2,0,0,0,0,0,2,0
52637448,0,1,2,2,0,0,0,0,0,0,0,0
52637456,0,2,0,0,2,0,2,2,2,0,2,0
52637457,0,2,2,2,0,2,0,2,2,0,2,0
52637458,0,0,2,2,0,0,2,0,2,0,2,0
52637459,0,0,2,2,2,0,0,0,0,0,0,0
52637460,0,2,2,2,0,0,0,0,0,0,0,0
52637461,0,2,2,2,0,2,0,2,2,0,2,0
52637462,0,2,2,2,0,0,2,0,2,0,2,0
52637463,0,2,2,2,2,0,0,0,0,0,0,0
52637464,0,0,2,2,0,0,0,0,0,0,0,0
52637952,0,2,0,0,2,0,2,2,0,0,0,0
52637953,0,0,2,2,0,2,0,2,0,0,0,0
52637954,0,2,2,2,0,0,2,0,0,0,0,0
52637955,0,1,2,2,2,0,0,0,0,0,0,0
52637956,0,2,2,2,0,0,0,0,0,0,0,0
52637957,0,0,2,2,0,2,0,2,0,0,0,0
52637958,0,1,2,2,0,0,2,0,0,0,0,0
52637959,0,2,2,2,2,0,0,0,0,0,0,0
52637960,0,0,2,2,0,0,0,0,0,0,0,0
52637968,0,2,0,0,2,0,2,2,0,0,0,0
52637969,0,0,2,2,0,2,0,2,0,0,0,0
52637970,0,1,2,2,0,0,2,0,0,0,0,0
52637971,0,2,2,2,2,0,0,0,0,0,0,0
52637972,0,1,2,2,0,0,0,0,0,0,0,0
52637973,0,2,2,2,0,2,0,2,0,0,0,0
52637974,0,1,2,2,0,0,2,0,0,0,0,0
52637975,0,0,2,2,2,0,0,0,0,0,0,0
52637976,0,0,2,2,0,0,0,0,0,0,0,0
52638208,0,2,0,0,2,0,2,2,2,0,0,0
52638209,0,1,2,2,0,2,0,2,0,0,0,0
52638210,0,0,2,2,0,0,2,0,0,0,0,0
52638211,0,1,2,2,2,0,0,0,0,0,0,0
52638212,0,1,2,2,0,0,0,0,0,0,0,0
52638213,0,1,2,2,0,2,0,2,0,0,0,0
52638214,0,1,2,2,0,0,2,0,0,0,0,0
52638215,0,1,2,2,2,0,0,0,0,0,0,0
52638216,0,0,2,2,0,0,0,0,0,0,0,0
52638224,0,2,0,0,2,0,2,2,2,0,0,0
52638225,0,1,2,2,0,2,0,2,2,0,0,0
52638226,0,1,2,2,0,0,2,0,2,0,0,0
52638227,0,2,2,2,2,0,0,0,0,0,0,0
52638228,0,1,2,2,0,0,0,0,0,0,0,0
52638229,0,2,2,2,0,2,0,2,2,0,0,0
52638230,0,2,2,2,0,0,2,0,2,0,0,0
52638231,0,2,2,2,2,0,0,0,0,0,0,0
52638232,0,1,2,2,0,0,0,0,0,0,0,0
52638464,0,2,0,0,2,0,2,2,2,0,2,0
52638465,0,1,2,2,0,2,0,2,0,0,0,0
52638466,0,0,2,2,0,0,2,0,0,0,2,0
52638467,0,0,2,2,2,0,0,0,0,0,2,0
52638468,0,2,2,2,0,0,0,0,0,0,0,0
52638469,0,2,2,2,0,2,0,2,0,0,0,0
52638470,0,1,2,2,0,0,2,0,0,0,2,0
52638471,0,0,2,2,2,0,0,0,0,0,2,0
52638472,0,1,2,2,0,0,0,0,0,0,0,0
52638480,0,2,0,0,2,0,2,2,2,0,2,0
52638481,0,0,2,2,0,2,0,2,2,0,2,0
52638482,0,0,2,2,0,0,2,0,2,0,2,0
52638483,0,0,2,2,2,0,0,0,0,0,0,0
52638484,0,1,2,2,0,0,0,0,0,0,0,0
52638485,0,1,2,2,0,2,0,2,2,0,2,0
52638486,0,1,2,2,0,0,2,0,2,0,2,0
52638487,0,1,2,2,2,0,0,0,0,0,0,0
52638488,0,2,2,2,0,0,0,0,0,0,0,0
52638720,0,2,0,0,2,0,2,2,2,0,2,0
52638721,0,1,2,2,0,2,0,2,0,0,0,0
52638722,0,1,2,2,0,0,2,0,0,0,2,0
52638723,0,2,2,2,2,0,0,0,0,0,2,0
52638724,0,1,2,2,0,0,0,0,0,0,0,0
52638725,0,2,2,2,0,2,0,2,0,0,0,0
52638726,0,0,2,2,0,0,2,0,0,0,2,0
52638727,0,2,2,2,2,0,0,0,0,0,2,0
52638728,0,2,2,2,0,0,0,0,0,0,0,0
52638736,0,2,0,0,2,0,2,2,2,0,2,0
52638737,0,1,2,2,0,2,0,2,2,0,2,0
52638738,0,2,2,2,0,0,2,0,2,0,2,0
52638739,0,0,2,2,2,0,0,0,0,0,0,0
52638740,0,0,2,2,0,0,0,0,0,0,0,0
52638741,0,0,2,2,0,2,0,2,2,0,2,0
52638742,0,1,2,2,0,0,2,0,2,0,2,0
52638743,0,0,2,2,2,0,0,0,0,0,0,0
52638744,0,2,2,2,0,0,0,0,0,0,0,0
52638976,0,2,0,0,2,0,2,2,2,0,2,0
52638977,0,2,2,2,0,2,0,2,0,0,0,0
52638978,0,2,2,2,0,0,2,0,0,0,2,0
52638979,0,1,2,2,2,0,0,0,0,0,2,0
52638980,0,0,2,2,0,0,0,0,0,0,0,0
52638981,0,2,2,2,0,2,0,2,0,0,0,0
52638982,0,0,2,2,0,0,2,0,0,0,2,0
52638983,0,2,2,2,2,0,0,0,0,0,2,0
52638984,0,1,2,2,0,0,0,0,0,0,0,0
52638992,0,2,0,0,2,0,2,2,2,0,2,0
52638993,0,2,2,2,0,2,0,2,2,0,2,0
52638994,0,0,2,2,0,0,2,0,2,0,2,0
52638995,0,0,2,2,2,0,0,0,0,0,0,0
52638996,0,2,2,2,0,0,0,0,0,0,0,0
52638997,0,2,2,2,0,2,0,2,2,0,2,0
52638998,0,2,2,2,0,0,2,0,2,0,2,0
52638999,0,2,2,2,2,0,0,0,0,0,0,0
52639000,0,0,2,2,0,0,0,0,0,0,0,0
52639232,0,2,0,0,2,0,2,2,0,0,0,0
52639233,0,0,2,2,0,2,0,2,0,0,0,0
52639234,0,2,2,2,0,0,2,0,0,0,0,0
52639235,0,1,2,2,2,0,0,0,0,0,0,0
52639236,0,2,2,2,0,0,0,0,0,0,0,0
52639237,0,0,2,2,0,2,0,2,0,0,0,0
52639238,0,1,2,2,0,0,2,0,0,0,0,0
52639239,0,2,2,2,2,0,0,0,0,0,0,0
52639240,0,0,2,2,0,0,0,0,0,0,0,0
52639248,0,2,0,0,2,0,2,2,0,0,0,0
52639249,0,0,2,2,0,2,0,2,0,0,0,0
52639250,0,1,2,2,0,0,2,0,0,0,0,0
52639251,0,2,2,2,2,0,0,0,0,0,0,0
52639252,0,1,2,2,0,0,0,0,0,0,0,0
52639253,0,2,2,2,0,2,0,2,0,0,0,0
52639254,0,1,2,2,0,0,2,0,0,0,0,0
52639255,0,0,2,2,2,0,0,0,0,0,0,0
52639256,0,0,2,2,0,0,0,0,0,0,0,0
52639488,0,2,0,0,2,0,2,2,2,0,0,0
52639489,0,1,2,2,0,2,0,2,0,0,0,0
52639490,0,0,2,2,0,0,2,0,0,0,0,0
52639491,0,1,2,2,2,0,0,0,0,0,0,0
52639492,0,1,2,2,0,0,0,0,0,0,0,0
52639493,0,1,2,2,0,2,0,2,0,0,0,0
52639494,0,1,2,2,0,0,2,0,0,0,0,0
52639495,0,1,2,2,2,0,0,0,0,0,0,0
52639496,0,0,2,2,0,0,0,0,0,0,0,0
52639504,0,2,0,0,2,0,2,2,2,0,0,0
52639505,0,1,2,2,0,2,0,2,2,0,0,0
52639506,0,1,2,2,0,0,2,0,2,0,0,0
52639507,0,2,2,2,2,0,0,0,0,0,0,0
52639508,0,1,2,2,0,0,0,0,0,0,0,0
52639509,0,2,2,2,0,2,0,2,2,0,0,0
52639510,0,2,2,2,0,0,2,0,2,0,0,0
52639511,0,2,2,2,2,0,0,0,0,0,0,0
52639512,0,1,2,2,0,0,0,0,0,0,0,0
52639744,0,2,0,0,2,0,2,2,2,0,2,0
52639745,0,1,2,2,0,2,0,2,0,0,0,0
52639746,0,0,2,2,0,0,2,0,0,0,2,0
52639747,0,0,2,2,2,0,0,0,0,0,2,0
52639748,0,2,2,2,0,0,0,0,0,0,0,0
52639749,0,2,2,2,0,2,0,2,0,0,0,0
52639750,0,1,2,2,0,0,2,0,0,0,2,0
52639751,0,0,2,2,2,0,0,0,0,0,2,0
52639752,0,1,2,2,0,0,0,0,0,0,0,0
52639760,0,2,0,0,2,0,2,2,2,0,2,0
52639761,0,0,2,2,0,2,0,2,2,0,2,0
52639762,0,0,2,2,0,0,2,0,2,0,2,0
52639763,0,0,2,2,2,0,0,0,0,0,0,0
52639764,0,1,2,2,0,0,0,0,0,0,0,0
52639765,0,1,2,2,0,2,0,2,2,0,2,0
52639766,0,1,2,2,0,0,2,0,2,0,2,0
52639767,0,1,2,2,2,0,0,0,0,0,0,0
52639768,0,2,2,2,0,0,0,0,0,0,0,0
52640000,0,2,0,0,2,0,2,2,2,0,2,0
52640001,0,1,2,2,0,2,0,2,0,0,0,0
52640002,0,1,2,2,0,0,2,0,0,0,2,0
52640003,0,2,2,2,2,0,0,0,0,0,2,0
