idKey,type,desc,Korean,English (United States),Japanese
1964589579,text,,스타세이버.,스타세이버.,スターセイバー。
1964589580,text,,나를 도와준 분이지.,나를 도와준 분이지.,俺を助けてくれた。
1964589581,text,,무사해서 다행이다.,무사해서 다행이다.,無事で何よりだ。
1964589582,text,,... 내가 어떻게 됐었던 거죠?,... 내가 어떻게 됐었던 거죠?,…おいら…どうなってたんですか⁇
1964589583,text,,브리지 내부의 시공터널에서 미아가 되기 직전의 상황이었어.,브리지 내부의 시공터널에서 미아가 되기 직전의 상황이었어.,ブリッジ内部の時空トンネルで迷子になる直前のところだった。
1964589584,text,,스타세이버가 날아 들어가서 가까스로 널 구해가지고 나왔지.,스타세이버가 날아 들어가서 가까스로 널 구해가지고 나왔지.,スターセイバーがそこに行ってようやく君を連れてきたのさ。
1964589585,text,,그렇군요. 고마워요. 스타세이버.,그렇군요. 고마워요. 스타세이버.,そうだったんですね。ありがとう、スターセイバー。
1964589586,text,,아니다.,아니다.,ああ。
1964589587,text,,그런데 골드버그. 사이버트론으로 돌아가려고 했던 건가?,그런데 골드버그. 사이버트론으로 돌아가려고 했던 건가?,ところで、ゴールドバグ。セイバートロン星に戻ろうとしたのか⁇
1964589588,text,,맞아요.,맞아요.,そうです。
1964589589,text,,... 역시나 실패했군.,... 역시나 실패했군.,…やっぱり失敗したようだな。
1964589590,text,,역시나?,역시나?,やっぱり?
1964589591,text,,지금 이 주변에서 심상치 않은 일들이 계속해서 일어나고 있다.,지금 이 주변에서 심상치 않은 일들이 계속해서 일어나고 있다.,今この周辺で尋常ではない事態が次々と起こっている。
1964589592,text,,... 저 브리지만 봐도 알 수 있을 것이고...,... 저 브리지만 봐도 알 수 있을 것이고...,…あのブリッジを見ても分かるだろうが…。
1964589593,text,,이상한 트랜스포머들도 계속해서 나타나고 있지.,이상한 트랜스포머들도 계속해서 나타나고 있지.,変なトランスフォーマーたちも次々と現れている。
1964589594,text,,골드버그. 우리와 함께 다니자.,골드버그. 우리와 함께 다니자.,ゴールドバグ、俺たちと一緒にいた方がいい。
1964589595,text,,"잘은 모르겠지만, 지금 상황이 아주 심각하고 위험한 것 같아.","잘은 모르겠지만, 지금 상황이 아주 심각하고 위험한 것 같아.",よく分からないが、今は結構危険な状況だそうだ。
1964589596,text,,... 그럴게요. 함께 가지요.,... 그럴게요. 함께 가지요.,…そうします。一緒に行きましょう!!
1964589597,text,,좋아. 움직이세.,좋아. 움직이세.,よし。行こうか。
1964187905,text,,기어스가 사라졌다고?...,기어스가 사라졌다고?...,ギアーズが消えただと？
1964187906,text,,예. 프라임!,예. 프라임!,はい、司令官!!
1964187907,text,,분명 오전까지는 있었는데...,분명 오전까지는 있었는데...,先ほどまではいたはずだが…。
1964187908,text,,음......,음......,ん…。
1964187909,text,,이건 디셉티콘 녀석들의 음모가 분명합니다 프라임!,이건 디셉티콘 녀석들의 음모가 분명합니다 프라임!,これはデストロンの陰謀に違いありません。司令官!!
1964187910,text,,어서 기어스를 구출해야 되요!,어서 기어스를 구출해야 되요!,早くギアーズを助けてあげないと危険な目に合うかも知れません!!
1964187911,text,,알겠네.,알겠네.,よし、分かった。
1964187912,text,,오토봇! 트랜스폼!,오토봇! 트랜스폼!,サイバトロン戦士、トランスフォーム!!
1964187913,text,,기어스를 구출한다!,기어스를 구출한다!,ギアーズを救出する!!
1964187914,text,,(기가고고고!),(기가고고고!),(ギゴガゴゴ!!)
1964187915,text,,디셉티콘 기지로 출격!,디셉티콘 기지로 출격!,デストロンの基地に出撃!!
1964187916,text,,(한편...),(한편...),(一方…)
1964187917,text,,최종조정은 완료되었겠지?,최종조정은 완료되었겠지?,最終確認はできておるな?
1964187918,text,,물론입니다. 메가트론.,물론입니다. 메가트론.,勿論です、メガトロン様。
1964187919,text,,좋아.,좋아.,良かろう。
1964187920,text,,스타스크림!,스타스크림!,スタースクリーム!!
1964187921,text,,너는 저 조정장치를 지켜라!,너는 저 조정장치를 지켜라!,お前はあの操縦装置の周りで見張りをしているがいい!!
1964187922,text,,제가요!?,제가요!?,え?　俺がですか!?
1964187923,text,,너에겐 그 일이 제일 어울려!,너에겐 그 일이 제일 어울려!,貴様に一番向いている仕事だぞ!!
1964187924,text,,그게 무슨!!...,그게 무슨!!...,それはどういう…!!
1964187925,text,,무슨일이 있어도 자리를 이탈하지 마라! 스타스크림!,무슨일이 있어도 자리를 이탈하지 마라! 스타스크림!,何があってもこの場を離れるなよ!!　スタースクリーム!!
1964187926,text,,......,......,
1964187927,text,,기어스. 너는 나를 실망시키지 않을거지?,기어스. 너는 나를 실망시키지 않을거지?,ギアーズ、お前はワシを失望させないだろうな?
1964187928,text,,......,......,
1964187929,text,,후후후... 그럴거라 믿는다.,후후후... 그럴거라 믿는다.,ふふふ、信じているぞ。
1964187930,text,,......,......,
1964187931,text,,(잠시 후...),(잠시 후...),(しばらく後)
1964187932,text,,디셉티콘! 출격이다!,디셉티콘! 출격이다!,デストロン軍団!!　出撃だ!!
1964187933,text,,기어스를 오토봇 기지에 잠입시켜 내부혼란을 야기시킨다!,기어스를 오토봇 기지에 잠입시켜 내부혼란을 야기시킨다!,ギアーズをサイバトロンの奴らに潜入させ、内部に混乱をもたらす!!
1964187934,text,,그리고 그 틈에 우리는 놈들을 급습하여 끝장을!,그리고 그 틈에 우리는 놈들을 급습하여 끝장을!,そしてその隙に我々は奴らを急襲してとどめを刺すのだ!!
1964187935,text,,그런 공연한 수고를 할 필요는 없지. 메가트론!,그런 공연한 수고를 할 필요는 없지. 메가트론!,そうする必要はないぞ、メガトロン!!
1964187936,text,,?!... 프라임!!,?!... 프라임!!,…⁉　コ、コンボイ!!
1964187937,text,,말로 할때 기어스를 돌려주면 불미스러운 사태는 발생하지 않을 거야!,말로 할때 기어스를 돌려주면 불미스러운 사태는 발생하지 않을 거야!,大人しくギアーズを返したら物騒なことは起きないからな!!
1964187938,text,,오우. 이런. 그러도록 하지 프라임.,오우. 이런. 그러도록 하지 프라임.,そうか。では返してあげるわい、コンボイ。
1964187939,text,,......,......,
1964187940,text,,기어스!,기어스!,ギアーズ!!
1964187941,text,,괜찮은거야?,괜찮은거야?,大丈夫なのか?
1964187942,text,,......,......,
1964187943,text,,... 죽어.,... 죽어.,…死ね。
1964187944,text,,(기어스가 재즈와 라쳇을 집어 던지는 소리!),(기어스가 재즈와 라쳇을 집어 던지는 소리!),(ギアーズがマイスターとラチェットを投げる音!!)
1964187945,text,,으악!?,으악!?,うわっ!!
1964187946,text,,으아아아악!!,으아아아악!!,うわああああ!!
1964187947,text,,(꽈당!!),(꽈당!!),(バタン!!)
1964187948,text,,!?......,!?......,
1964187949,text,,하하하하하하!!,하하하하하하!!,はははははは!!
1964187950,text,,데려갈 수 있다면 데려가 보시지 프라임!!,데려갈 수 있다면 데려가 보시지 프라임!!,連れて行けるもんなら連れて行ってみろ、コンボイ!!
1964187951,text,,메가트론!!,메가트론!!,メガトロン!!
1964187952,text,,기어스에게 무슨 짓을 한거야!!,기어스에게 무슨 짓을 한거야!!,ギアーズに何をした!!
1964187953,text,,그건 기어스가 자네에게 알려줄걸세.,그건 기어스가 자네에게 알려줄걸세.,それはギアーズに直接聞いてみるがいい。
1964187954,text,,으윽?...,으윽?...,ううっ…?
1964187955,text,,죽어.,죽어.,死ね…。
1964187956,text,,!?,!?,
1964187957,text,,우와아아앗!!,우와아아앗!!,うおおおおお!!
1964187958,text,,크하하하하!!,크하하하하!!,ぬはははははは!!
1964188161,text,,도대체가 말야.,도대체가 말야.,全く…。
1964188162,text,,요즘따라 자꾸 이렇게 싱거운 일이나 맡기고!,요즘따라 자꾸 이렇게 싱거운 일이나 맡기고!,最近こんなしょぼいことばっかさせやがって!!
1964188163,text,,... 이건 혹시 메가트론이 나를 슬슬 경계하기 시작했다는 말인 건가?,... 이건 혹시 메가트론이 나를 슬슬 경계하기 시작했다는 말인 건가?,…これってもしかしてメガトロンが俺のことを警戒し始めたってわけか…⁇
1964188164,text,,그럴지도 모르지!,그럴지도 모르지!,そうかも知れん!!
1964188165,text,,스러스트?,스러스트?,スラスト?
1964188166,text,,너의 힘이 필요하다. 스타스크림!,너의 힘이 필요하다. 스타스크림!,お前の力が必要だ、スタースクリーム!!
1964188167,text,,내 힘이?...,내 힘이?...,俺…の力だと⁇
1964188168,text,,어서 나가보라고. 큰일났어!,어서 나가보라고. 큰일났어!,早く外に出てみろ。大変なことが起きている!!
1964188169,text,,하지만 메가트론이 여길 지키라고!...,하지만 메가트론이 여길 지키라고!...,しかしメガトロンが俺にここの見張りを…!
1964188170,text,,오토봇들이 습격해왔다!,오토봇들이 습격해왔다!,サイバトロンの奴らが襲ってきやがった!!
1964188171,text,,메가트론이 쓰러졌어!,메가트론이 쓰러졌어!,メガトロン様が倒れたぞ!!
1964188172,text,,리더가 없어서 다들 우왕좌왕하고 있다.,리더가 없어서 다들 우왕좌왕하고 있다.,リーダーがいなくてみんなドタバタしているからな。
1964188173,text,,너가 나가서 현장을 수습해야돼!,너가 나가서 현장을 수습해야돼!,お前は一刻も早く現場に向かってみんなを仕切ってくれ!!
1964188174,text,,여긴 내가 맡겠다!,여긴 내가 맡겠다!,ここは俺が引き受ける!!
1964188175,text,,메가트론이!?...,메가트론이!?...,メガトロンが…⁇
1964188176,text,,그렇군!... 모든 건 결국 이렇게 되려고!...,그렇군!... 모든 건 결국 이렇게 되려고!...,そうか、結局全てのことがこう繋がるのか…!!
1964188177,text,,어서!,어서!,早く!!
1964188178,text,,이제부턴 너가 리더야!,이제부턴 너가 리더야!,これからお前がリーダーだ!!
1964188179,text,,알았다!,알았다!,ああ、分かった!!
1964188180,text,,디셉티콘들이여. 기다려라! 이 스타스크림이 간다!,디셉티콘들이여. 기다려라! 이 스타스크림이 간다!,者ども、待っていろ!!　このスタースクリーム様のお出ましだぜ!!
1964188181,text,,......,......,
1964188182,text,,하하하하... 스타스크림 녀석...,하하하하... 스타스크림 녀석...,ははは…。スタースクリームの奴…。
1964188183,text,,새로 발명한 홀로그램 장치가 꽤나 쓸모가 있군.,새로 발명한 홀로그램 장치가 꽤나 쓸모가 있군.,新しい発明品のホログラム装置が結構気に入ったようだな。
1964188417,text,,에... 그러니까.,에... 그러니까.,え～と。どれかな。
1964188418,text,,이게 기어스를 원격으로 조정하고 있는 장치로군.,이게 기어스를 원격으로 조정하고 있는 장치로군.,これがギアーズをリモートで操縦している装置だな。
1964188419,text,,(잠시 후...),(잠시 후...),(しばらく後)
1964188420,text,,"기, 기어스!...","기, 기어스!...",ギ、ギアーズ…!!
1964188421,text,,정신차려라... 기어스!,정신차려라... 기어스!,しっかりしろ…ギアーズ!!
1964188422,text,,모두 죽어.,모두 죽어.,みんな死んでしまえ!!
1964188423,text,,정말이지 살다살다 이렇게 유쾌한 장면은 처음이군!,정말이지 살다살다 이렇게 유쾌한 장면은 처음이군!,全く、今までこれほど愉快なことはなかったわ!!
1964188424,text,,아니!?,아니!?,え⁉
1964188425,text,,메가트론!?,메가트론!?,メガトロン⁉
1964188426,text,,!?... 스타스크림?,!?... 스타스크림?,…⁉　スタースクリーム⁇
1964188427,text,,이게 어떻게 된거지?,이게 어떻게 된거지?,これはいったい…⁇
1964188428,text,,왜 멀쩡한겁니까 메가트론?,왜 멀쩡한겁니까 메가트론?,どうして無事なんですか、メガトロン様⁇
1964188429,text,,무슨 뚱딴지 같은 소리를 하고 있나!,무슨 뚱딴지 같은 소리를 하고 있나!,何バカなことを言っておる!!
1964188430,text,,왜 자리를 이탈했어!!,왜 자리를 이탈했어!!,どうして持ち場を離れた!!
1964188431,text,,당신이 쓰러졌다고... 내 힘이 필요하다고 스러스트가!...,당신이 쓰러졌다고... 내 힘이 필요하다고 스러스트가!...,あなたが倒れたって…そ、それで…俺の力が必要だと…ス、スラストが…!!
1964188432,text,,뭐야. 나 여기 있는데?,뭐야. 나 여기 있는데?,それはどういうことだ?　俺はここにいるんだぞ⁇
1964188433,text,,으힉!?,으힉!?,ひぃぃっ⁉
1964188434,text,,...... 이놈! 스타스크림!!,...... 이놈! 스타스크림!!,…スタースクリーム!!…　この…愚か者メガ!!　
1964188435,text,,네놈에 대한 처분은 잠시 미루도록 하지.,네놈에 대한 처분은 잠시 미루도록 하지.,貴様の処分はしばらく後にしておく!!
1964188436,text,,기어스! 이제 슬슬 놈들을 끝장내버려라!,기어스! 이제 슬슬 놈들을 끝장내버려라!,ギアーズ、そろそろ奴らにとどめを刺すのだ!!
1964188437,text,,... 내가 왜 네 말을 들어야 하는 건데?,... 내가 왜 네 말을 들어야 하는 건데?,…。何で俺がお前の言うことを聞かねばならないんだよ⁇
1964188438,text,,"아니, 뭐라고?","아니, 뭐라고?",はっ、何だと⁇
1964188439,text,,기어스?...,기어스?...,ギアーズ…⁇
1964188440,text,,도대체가 마음에 안들어.,도대체가 마음에 안들어.,全く気に食わないぜ。
1964188441,text,,메가트론. 네놈들 기지는 너무 어둡고 퀴퀴해.,메가트론. 네놈들 기지는 너무 어둡고 퀴퀴해.,メガトロン。お前の基地は暗くて陰気臭いんだよ。
1964188442,text,,청소 좀 해. 이 지저분한 녀석들아.,청소 좀 해. 이 지저분한 녀석들아.,掃除でもしろ。汚すぎるぜ!!
1964188443,text,,굳이 그럴것 까지도 없어.,굳이 그럴것 까지도 없어.,そうする必要もないわい。
1964188444,text,,휠잭!,휠잭!,ホイルジャック!!
1964188445,text,,아니!?,아니!?,何⁉
1964188446,text,,(대폭발!),(대폭발!),(大爆発!!)
1964188447,text,,!!... 기지가!!...,!!... 기지가!!...,…!!　基地が…!!
1964188448,text,,청소하려면 한세월이겠더라고.,청소하려면 한세월이겠더라고.,掃除するには一生かけてもきれいにならなさそうだったぜ。
1964188449,text,,그냥 고성능 폭약으로 시원하게 기지째 날려버렸지.,그냥 고성능 폭약으로 시원하게 기지째 날려버렸지.,それで、高性能の爆弾で基地を丸ごとぶっ飛ばしちまったってわけだ。
1964188450,text,,잘했다! 휠잭!,잘했다! 휠잭!,よくやった、ホイルジャック!!
1964188451,text,,"이, 이놈들!!...","이, 이놈들!!...",き、貴様ら…!!
1964188452,text,,기억해둬라!!,기억해둬라!!,覚えてろ!!
1964188453,text,,"가, 같이가요 메가트론!!","가, 같이가요 메가트론!!",ま、待ってください!!　メガトロン様!!
1964188454,text,,이게 다 네놈 때문이다 스타스크림!!,이게 다 네놈 때문이다 스타스크림!!,っ…!!　全部貴様のせいだ!!　スタースクリーム!!
1964188455,text,,난 억울해!!...,난 억울해!!...,そ、そんな!!　俺は何もしてない…!!
1964188456,text,,(잠시 후...),(잠시 후...),(しばらく後)
1964188457,text,,그나저나 정말 다행이다. 기어스.,그나저나 정말 다행이다. 기어스.,それにしても本当によっかった、ギアーズ。
1964188458,text,,본래의 너로 돌아온거지?,본래의 너로 돌아온거지?,本当にお前だな?
1964188459,text,,내가 언제 내가 아닌적이 있었나?,내가 언제 내가 아닌적이 있었나?,いつ俺が俺ではなかったことがあったのか⁇
1964188460,text,,너희는 자주 그렇게 쓸데없는 소리를 하는 경향이 있어.,너희는 자주 그렇게 쓸데없는 소리를 하는 경향이 있어.,お前らはたまに余計なことを言ったりするんだな。
1964188461,text,,돌아온 것 맞네.,돌아온 것 맞네.,あ、言葉からみりゃちゃんと戻ってるぜ。
1964188462,text,,잘 해결되서 다행이군.,잘 해결되서 다행이군.,無事で何よりだ。
1964188463,text,,오토봇! 기지로 복귀한다!,오토봇! 기지로 복귀한다!,サイバトロン戦士、基地に戻るぞ!!
1964200193,text,,!!,!!,
1964200194,text,,내 레드얼럿 센서가 근처에 디셉티콘이 있다고 말해주는군!,내 레드얼럿 센서가 근처에 디셉티콘이 있다고 말해주는군!,俺のセンサーが'近くにデストロンがいる’と反応している!!
1964200195,text,,비상!! 비상!!,비상!! 비상!!,警告!!　警告!!
1964200196,text,,디셉티콘이 접근해옵니다!!,디셉티콘이 접근해옵니다!!,デストロンが接近しています!!
1964200197,text,,비상!! 비상!!,비상!! 비상!!,警告!!　警告!!
1964200198,text,,뭐라고!?,뭐라고!?,何だと⁉
1964200199,text,,근질근질하던 참에 잘됐군!!,근질근질하던 참에 잘됐군!!,それは良い知らせだ、暇すぎてくたばれちまう寸前だったぜ!!
1964200200,text,,오토봇!! 출격이다!!,오토봇!! 출격이다!!,サイバトロン戦士、出撃!!
1964200201,text,,디셉티콘을 격퇴하라!!,디셉티콘을 격퇴하라!!,デストロンの奴らを撃退せよ!!
1964200202,text,,(잠시 후...),(잠시 후...),(しばらく後)
1964200203,text,,아무도 없는 것 같은데요?...,아무도 없는 것 같은데요?...,誰もいないみたいだわ…。
1964200204,text,,이놈들... 그새 도망쳤나?,이놈들... 그새 도망쳤나?,こいつら、とっくに逃げやがったか?
1964200205,text,,...?,...?,
1964200206,text,,그런 것 같군.,그런 것 같군.,そうみたいだな。
1964200207,text,,오토봇! 일단 기지로 복귀한다!,오토봇! 일단 기지로 복귀한다!,サイバトロン戦士、基地に戻るぞ!!
1964200208,text,,......,......,
1964200209,text,,(잠시 후...),(잠시 후...),(しばらく後)
1964200210,text,,!!,!!,
1964200211,text,,또다시 내 레드얼럿 센서가 근처에 디셉티콘이 있다고 말해주는군!,또다시 내 레드얼럿 센서가 근처에 디셉티콘이 있다고 말해주는군!,俺のセンサーがまた反応しているぞ!!
1964200212,text,,비상!! 비상!!,비상!! 비상!!,警告!!　警告!!
1964200213,text,,디셉티콘이 접근해옵니다!!,디셉티콘이 접근해옵니다!!,デストロンの奴らが接近しています!!
1964200214,text,,!!... 오토봇!! 집결하라!!,!!... 오토봇!! 집결하라!!,…!!　サイバトロン戦士!!　集結!!
1964200215,text,,디셉티콘이 접근중이다!!,디셉티콘이 접근중이다!!,デストロン軍団が近づいている!!
1964200216,text,,이런! 밥 먹을 시간도 없는 건가!...,이런! 밥 먹을 시간도 없는 건가!...,はぁ、飯を食う暇もないのか…!!
1964200217,text,,(잠시 후...),(잠시 후...),(しばらく後)
1964200218,text,,"거 참, 이상하네.","거 참, 이상하네.",全く、おかしいぞ?
1964200219,text,,또 아무도 없잖아...,또 아무도 없잖아...,また誰もいないじゃねーか…。
1964200220,text,,...?,...?,
1964200221,text,,......,......,
1964200222,text,,이봐. 레드얼럿!,이봐. 레드얼럿!,あい、アラート!!
1964200223,text,,센서가 고장이라도 난 것 아니야?,센서가 고장이라도 난 것 아니야?,センサーが壊れてるんじゃねーか?
1964200224,text,,그럴리가 없는데!,그럴리가 없는데!,そんなはずない!!
1964200225,text,,에잇! 대체 뭐야 그럼?,에잇! 대체 뭐야 그럼?,えいっ!!　じゃ、いったい何なんだ!!
1964200226,text,,......,......,
1964200449,text,,사운드웨이브! 성공이군!,사운드웨이브! 성공이군!,よくやったぞ!　サウンドウェーブ!
1964200450,text,,그렇습니다. 메가트론.,그렇습니다. 메가트론.,そうです。メガトロン様。
1964200451,text,,인비저빌리티 드론이라고 했나?,인비저빌리티 드론이라고 했나?,インヴィザビリティドロンと言ったか?
1964200452,text,,엄청 유용하군!,엄청 유용하군!,これはなかなかのものだ!!
1964200453,text,,공중에 떠있는 이놈만 잘 지키면 된다는 거지?,공중에 떠있는 이놈만 잘 지키면 된다는 거지?,この宙に浮いているものを見張っていればいいんだな?
1964200454,text,,그렇다.,그렇다.,そうだ。
1964200455,text,,잘됐군!!,잘됐군!!,これは素晴らしい!!
1964200456,text,,놈들이 우릴 보지를 못하니!,놈들이 우릴 보지를 못하니!,俺たちの姿が見えないとは!!
1964200457,text,,이 기회에 끝장을 내버리죠!!,이 기회에 끝장을 내버리죠!!,今度こそ奴らを叩き潰しましょう!!
1964200458,text,,멈춰라! 스타스크림!,멈춰라! 스타스크림!,待って!　スタースクリーム!
1964200459,text,,왜요?,왜요?,どうしてですか?
1964200460,text,,아직 너무 이르다!,아직 너무 이르다!,まだ出撃するのは早い!
1964200461,text,,뭐라구요?,뭐라구요?,何ですと⁇
1964200462,text,,때가 무르익었을때를 노린다!,때가 무르익었을때를 노린다!,ベストタイミングを狙うのだ!!
1964200463,text,,놈들이 철수하고 있음.,놈들이 철수하고 있음.,奴らが撤退している。
1964200464,text,,좋아. 뒤를 바짝 추적한다!,좋아. 뒤를 바짝 추적한다!,よし。しっかり跡を追うぞ!!
1964200465,text,,(잠시 후...),(잠시 후...),(しばらく後)
1964200466,text,,!!,!!,
1964200467,text,,또 레드얼럿 센서가!!......,또 레드얼럿 센서가!!......,またセンサーが…!!
1964200468,text,,... 비상!! 비상!!,... 비상!! 비상!!,…警告!!　警告!!
1964200469,text,,!!,!!,
1964200470,text,,오토봇!! 적습이다!!,오토봇!! 적습이다!!,サイバトロン!!　敵襲だ!!
1964200471,text,,이번엔 틀림없겠지!!,이번엔 틀림없겠지!!,今度こそ間違いないだろうな!!
1964200472,text,,또 허탕쳤다간 가만 안 둘거야!!,또 허탕쳤다간 가만 안 둘거야!!,また何もなかったらただじゃすまないからよ!!
1964200473,text,,(잠시 후...),(잠시 후...),(しばらく後)
1964200474,text,,......,......,
1964200475,text,,.........,.........,
1964200476,text,,...??,...??,
1964200477,text,,내 이럴줄 알았지!!,내 이럴줄 알았지!!,こうなると思ったぜ!!
1964200478,text,,대체 얼마나 더 골탕을 먹여야 속이 시원하겠어?!,대체 얼마나 더 골탕을 먹여야 속이 시원하겠어?!,全くよ、もう…。なぁ、どこまで騙したら気がすんだ、ああ⁇
1964200479,text,,그런거 아니야!!...,그런거 아니야!!...,ち、違う…俺は…!!
1964200480,text,,레드얼럿.,레드얼럿.,アラート。
1964200481,text,,아무래도 휠잭에게 점검을 받아보는게...,아무래도 휠잭에게 점검을 받아보는게...,どうやらホイルジャックにチェックしてもらった方が…。
1964200482,text,,큭!!,큭!!,くっ!!
1964200483,text,,어!?,어!?,あっ⁉
1964200484,text,,레드얼럿! 어디 가는 거야!!,레드얼럿! 어디 가는 거야!!,アラート!!　どこに行くんだ!!
1964200485,text,,레드얼럿!!,레드얼럿!!,アラート!!
1964200486,text,,내버려둬요!!,내버려둬요!!,ほっとけましょう!!
1964200487,text,,창피해서 그런가보지.,창피해서 그런가보지.,恥ずかしいと思ってるに違いありません。
1964200488,text,,곧 돌아오겠죠.,곧 돌아오겠죠.,その内戻ってくるはずですぜ。
1964200705,text,,(총 쏘는 소리!),(총 쏘는 소리!),(銃を撃つ音!!)
1964200706,text,,우왁!?,우왁!?,うわっ⁉
1964200707,text,,!?... 뭐지!?,!?... 뭐지!?,…⁉　な、何だ!?
1964200708,text,,!!...,!!...,
1964200709,text,,프라임!! 허공에서 빔이 날아와요!!,프라임!! 허공에서 빔이 날아와요!!,司令官!!　空からビームが飛んできます!!
1964200710,text,,으아악!!,으아악!!,うわあああ!!
1964200711,text,,오토봇!! 적의 저격이다!!,오토봇!! 적의 저격이다!!,サイバトロン!!　敵の攻撃だ!!
1964200712,text,,각자 이탈하여 엄폐하라!!,각자 이탈하여 엄폐하라!!,各人離れて隠れろ!!
1964200713,text,,(잠시 후...),(잠시 후...),(しばらく後)
1964200714,text,,어떻게 하죠. 프라임?,어떻게 하죠. 프라임?,どうしましょうか、司令官?
1964200715,text,,으음... 난감하군!...,으음... 난감하군!...,ふむ…。困ったもんだな…。
1964200716,text,,디셉티콘의 소행같은데... 놈들의 모습이 보이지 않아!,디셉티콘의 소행같은데... 놈들의 모습이 보이지 않아!,デストロンの仕業に違いないが…奴らの姿が見えん!!
1964200717,text,,(한편...),(한편...),(一方…)
1964200718,text,,나는 고장난게 아니야!,나는 고장난게 아니야!,俺は壊れてない!!
1964200719,text,,내 레드얼럿 센서는 완벽하다고!,내 레드얼럿 센서는 완벽하다고!,俺は何も悪くないんだ!!
1964200720,text,,......,......,
1964200721,text,,...? ...저게 뭐지?,...? ...저게 뭐지?,…⁇　何だあれは⁇
1964200722,text,,공중에 왠... 기계장치가 떠있다?,공중에 왠... 기계장치가 떠있다?,宙に何か…機械装置が浮いているぞ?
1964200723,text,,......!,......!,
1964200724,text,,디셉티콘의 물건이군!!,디셉티콘의 물건이군!!,デストロンの物だ!!
1964200725,text,,(한편...),(한편...),(一方…)
1964200726,text,,징글징글하게도 쏴대는군!!...,징글징글하게도 쏴대는군!!...,全く、性懲りもなく撃ちまくりやがって!!
1964200727,text,,빌어먹을!! 이대로 숨어있는 것도 한계가 있을텐데!!...,빌어먹을!! 이대로 숨어있는 것도 한계가 있을텐데!!...,くっそー、このまま隠れているのももう限界だぜ…!!
1964200728,text,,"누, 누가 좀... 도와줘...!","누, 누가 좀... 도와줘...!",だ、誰か… 助けて…!!
1964200961,text,,디셉티콘!! 사격중지!!,디셉티콘!! 사격중지!!,デストロン軍団!!　射撃中止だ!!
1964200962,text,,......!,......!,
1964200963,text,,메가트론의 목소리다!...,메가트론의 목소리다!...,この声は…メガトロン!!
1964200964,text,,핫핫핫핫!! 프라임!!,핫핫핫핫!! 프라임!!,ははははっ!!　コンボイ!!
1964200965,text,,놀랐는가? 겁먹은 표정이 아주 볼만하군!!,놀랐는가? 겁먹은 표정이 아주 볼만하군!!,驚いたか⁉　怯えている顔も傑作だな!!
1964200966,text,,메가트론!! 어디냐!!,메가트론!! 어디냐!!,メガトロン!!　どこだ!!
1964200967,text,,이제 곧 지옥으로 향할텐데 그건 알아서 무엇 하려는가!!,이제 곧 지옥으로 향할텐데 그건 알아서 무엇 하려는가!!,もうすぐ地獄へ向かう奴がそれを知ってどうする!!
1964200968,text,,메가트론!! 이 비겁한 놈!!,메가트론!! 이 비겁한 놈!!,メガトロン!!　この卑怯者!!
1964200969,text,,네놈들의 유언을 들어주기 위해 잠시 자비를 베푸는 것이다!!,네놈들의 유언을 들어주기 위해 잠시 자비를 베푸는 것이다!!,貴様らの遺言くらい聞いてやるため情けをかけるだけだ!!
1964200970,text,,큭......,큭......,くっ…!!
1964200971,text,,어서 해봐라! 나는 빠르게 네놈들을 처리하고 내 할일을 해야한다!!,어서 해봐라! 나는 빠르게 네놈들을 처리하고 내 할일을 해야한다!!,さっさとやった方がいいぞ!!　ワシは貴様らを倒してやらなければならないことがあるんだからな!!
1964200972,text,,!!...,!!...,
1964200973,text,,그 할일은... 우주정복이겠지 메가트론?,그 할일은... 우주정복이겠지 메가트론?,それは宇宙征服だろ…メガトロン?
1964200974,text,,잘 아는군 프라임!!,잘 아는군 프라임!!,よく知っておるな。コンボイ!!
1964200975,text,,그렇다면 내가 수고를 덜어주지!!,그렇다면 내가 수고를 덜어주지!!,なら、俺が手間を省けてやる!!
1964200976,text,,(총 쏘는 소리!!),(총 쏘는 소리!!),(銃を撃つ音!!)
1964200977,text,,우오오오오오옷!?!?,우오오오오오옷!?!?,うおおおおおおっ⁉⁉
1964200978,text,,메가트론!?...,메가트론!?...,メガトロン様…⁉
1964200979,text,,오토봇!! 반격하라!!,오토봇!! 반격하라!!,サイバトロン戦士、攻撃せよ!!
1964200980,text,,이제야 보이는군! 이 쥐새끼 같은 놈들!!,이제야 보이는군! 이 쥐새끼 같은 놈들!!,ようやく見えてきたぜ!!　このネズミども!!
1964200981,text,,각오해라!!,각오해라!!,覚悟しやがれ!!
1964200982,text,,(총 쏘는 소리!),(총 쏘는 소리!),(銃を撃つ音!!)
1964200983,text,,(총 쏘는 소리!!),(총 쏘는 소리!!),(銃を撃つ音!!)
1964200984,text,,불리!! 불리!!,불리!! 불리!!,不利!!　不利!!
1964200985,text,,또 실패군!!,또 실패군!!,また失敗か!!
1964200986,text,,메가트론! 당신이 하는 일이 늘 그렇지!...,메가트론! 당신이 하는 일이 늘 그렇지!...,メガトロン様、あんたがやることっていつもこんなもんですよ…!!
1964200987,text,,"시, 시끄럽다 스타스크림!!","시, 시끄럽다 스타스크림!!",う、うるさい!!　スタースクリーム!!
1964200988,text,,디셉티콘!! 퇴각하라!!,디셉티콘!! 퇴각하라!!,デストロン軍団、退却!!
